20210729 00:00:01,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:02,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:03,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:04,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:05,0,0,0,0,0,0,0,0,0,0,0,66,0,65416,63436,37
20210729 00:00:06,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:07,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:08,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:09,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:10,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:11,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:12,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:13,0,0,0,0,0,0,0,0,0,0,0,66,0,65416,63436,37
20210729 00:00:14,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:16,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:17,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:18,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:19,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:20,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:21,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:22,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:23,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
20210729 00:00:24,0,0,0,0,0,0,0,0,0,0,0,65,0,65416,63436,37
