20210714 11:01,166,5773,1731,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:02,166,5772,1731,76,4891,1467,0,0,0,0,0,1018,65416,63436,37
20210714 11:03,165,5772,1731,75,4888,1466,0,0,0,0,0,607,65416,63436,37
20210714 11:04,165,5773,1731,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:05,166,5772,1731,76,4891,1467,0,0,0,0,0,607,65416,63436,37
20210714 11:06,165,5772,1731,76,4890,1466,0,0,0,0,0,798,65416,63436,37
20210714 11:07,166,5772,1731,76,4888,1466,0,0,0,0,0,715,65416,63436,37
20210714 11:08,165,5772,1731,76,4888,1466,0,0,0,0,0,606,65416,63436,37
20210714 11:09,166,5772,1731,76,4890,1466,0,0,0,0,0,1152,65416,63436,37
20210714 11:10,165,5772,1731,76,4890,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:11,166,5769,1730,76,4888,1466,0,0,0,0,0,606,65416,63436,37
20210714 11:12,166,5772,1731,76,4888,1466,0,0,0,0,0,717,65416,63436,37
20210714 11:13,166,5772,1731,76,4888,1467,0,0,0,0,0,606,65416,63436,37
20210714 11:14,169,5772,1731,76,4888,1467,0,0,0,0,0,715,65416,63436,37
20210714 11:15,168,5772,1731,76,4888,1466,0,0,0,0,0,608,65416,63436,37
20210714 11:16,168,5772,1731,76,4888,1466,0,0,0,0,0,1017,65416,63436,37
20210714 11:17,167,5772,1731,75,4888,1466,0,0,0,0,0,716,65416,63436,37
20210714 11:18,166,5772,1731,76,4888,1466,0,0,0,0,0,606,65416,63436,37
20210714 11:19,167,5772,1731,75,4888,1466,0,0,0,0,0,715,65416,63436,37
20210714 11:20,167,5772,1731,76,4890,1467,0,0,0,0,0,715,65416,63436,37
20210714 11:21,166,5772,1731,76,4889,1466,0,0,0,0,0,715,65416,63436,37
20210714 11:22,167,5772,1731,76,4888,1467,0,0,0,0,0,607,65416,63436,37
20210714 11:23,166,5772,1731,75,4888,1466,0,0,0,0,0,1145,65416,63436,37
20210714 11:24,166,5772,1731,76,4888,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:25,166,5772,1731,75,4891,1467,0,0,0,0,0,602,65416,63436,37
20210714 11:26,166,5772,1731,76,4891,1467,0,0,0,0,0,606,65416,63436,37
20210714 11:27,165,5772,1731,76,4888,1466,0,0,0,0,0,797,65416,63436,37
20210714 11:28,166,5772,1731,76,4891,1466,0,0,0,0,0,717,65416,63436,37
20210714 11:29,165,5769,1730,76,4890,1466,0,0,0,0,0,608,65416,63436,37
20210714 11:30,167,5769,1730,76,4891,1467,0,0,0,0,0,1151,65416,63436,37
20210714 11:31,167,5772,1731,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:32,166,5769,1730,76,4890,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:33,169,5769,1730,76,4891,1466,0,0,0,0,0,606,65416,63436,37
20210714 11:34,169,5769,1730,76,4889,1466,0,0,0,0,0,1152,65416,63436,37
20210714 11:35,167,5770,1731,76,4891,1467,0,0,0,0,0,606,65416,63436,37
20210714 11:36,166,5769,1730,76,4892,1467,0,0,0,0,0,715,65416,63436,37
20210714 11:37,166,5769,1730,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:38,167,5771,1730,76,4891,1466,0,0,0,0,0,1014,65416,63436,37
20210714 11:39,166,5769,1730,76,4891,1467,0,0,0,0,0,606,65416,63436,37
20210714 11:40,167,5772,1731,76,4888,1466,0,0,0,0,0,608,65416,63436,37
20210714 11:41,167,5772,1731,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:42,166,5769,1730,76,4889,1466,0,0,0,0,0,1153,65416,63436,37
20210714 11:43,166,5772,1731,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:44,167,5772,1731,75,4888,1466,0,0,0,0,0,608,65416,63436,37
20210714 11:45,169,5774,1732,76,4891,1467,0,0,0,0,0,797,65416,63436,37
20210714 11:46,169,5772,1731,76,4891,1467,0,0,0,0,0,933,65416,63436,37
20210714 11:47,167,5772,1731,76,4891,1467,0,0,0,0,0,715,65416,63436,37
20210714 11:48,166,5772,1731,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210714 11:49,168,5772,1731,76,4890,1467,0,0,0,0,0,934,65416,63436,37
20210714 11:50,167,5772,1731,76,4888,1466,0,0,0,0,0,717,65416,63436,37
20210714 11:51,166,5772,1731,76,4890,1467,0,0,0,0,0,606,65416,63436,37
20210714 11:52,169,5772,1731,76,4888,1466,0,0,0,0,0,609,65416,63436,37
20210714 11:53,167,5772,1731,76,4890,1466,0,0,0,0,0,936,65416,63436,37
20210714 11:54,167,5772,1731,76,4890,1466,0,0,0,0,0,795,65416,63436,37
20210714 11:55,167,5772,1731,76,4889,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:56,166,5772,1731,76,4890,1466,0,0,0,0,0,717,65416,63436,37
20210714 11:58,166,5772,1731,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210714 11:59,166,5772,1731,76,4888,1466,0,0,0,0,0,716,65416,63436,37
20210714 12:00,166,5772,1731,76,4891,1467,0,0,0,0,0,607,65416,63436,37
20210714 12:01,166,5772,1730,76,4888,1466,0,0,0,0,0,1017,65416,63436,37
20210714 12:02,166,5772,1731,76,4888,1467,0,0,0,0,0,715,65416,63436,37
20210714 12:03,166,5772,1731,76,4891,1466,0,0,0,0,0,610,65416,63436,37
20210714 12:04,165,5769,1730,75,4890,1467,0,0,0,0,0,796,65416,63436,37
20210714 12:05,166,5772,1730,76,4890,1467,0,0,0,0,0,798,65416,63436,37
20210714 12:06,164,5769,1730,75,4890,1466,0,0,0,0,0,798,65416,63436,37
20210714 12:07,166,5772,1731,76,4889,1466,0,0,0,0,0,606,65416,63436,37
20210714 12:08,164,5769,1730,75,4890,1467,0,0,0,0,0,1020,65416,63436,37
20210714 12:09,164,5771,1730,76,4891,1467,0,0,0,0,0,606,65416,63436,37
20210714 12:10,165,5769,1730,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210714 12:11,165,5769,1730,76,4888,1466,0,0,0,0,0,609,65416,63436,37
20210714 12:12,165,5769,1730,76,4889,1467,0,0,0,0,0,1152,65416,63436,37
20210714 12:13,166,5769,1730,76,4889,1466,0,0,0,0,0,608,65416,63436,37
20210714 12:14,167,5772,1731,76,4891,1467,0,0,0,0,0,611,65416,63436,37
20210714 12:15,166,5769,1730,76,4888,1466,0,0,0,0,0,716,65416,63436,37
20210714 12:16,166,5769,1730,75,4889,1467,0,0,0,0,0,1016,65416,63436,37
20210714 12:17,166,5769,1730,76,4888,1466,0,0,0,0,0,797,65416,63436,37
20210714 12:18,166,5772,1731,76,4889,1466,0,0,0,0,0,609,65416,63436,37
20210714 12:19,164,5772,1731,76,4888,1467,0,0,0,0,0,932,65416,63436,37
20210714 12:20,164,5769,1731,76,4888,1466,0,0,0,0,0,608,65416,63436,37
20210714 12:21,166,5772,1731,76,4888,1467,0,0,0,0,0,608,65416,63436,37
20210714 12:22,167,5772,1731,75,4888,1466,0,0,0,0,0,717,65416,63436,37
20210714 12:23,166,5769,1730,76,4888,1466,0,0,0,0,0,933,65416,63436,37
20210714 12:24,166,5769,1730,76,4889,1467,0,0,0,0,0,729,65416,63436,37
20210714 12:25,166,5772,1731,76,4888,1466,0,0,0,0,0,609,65416,63436,37
20210714 12:26,165,5769,1730,75,4889,1466,0,0,0,0,0,1015,65416,63436,36
20210714 12:27,164,5769,1730,76,4892,1467,0,0,0,0,0,716,65416,63436,37
