20210719 11:48,173,5774,1732,76,4891,1467,0,0,0,0,0,716,0,65416,63436,37
20210719 11:49,173,5776,1732,76,4891,1467,0,0,0,0,0,714,0,65416,63436,37
20210719 11:50,171,5774,1732,76,4888,1467,0,0,0,0,0,1151,0,65416,63436,37
20210719 11:51,169,5774,1732,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 11:52,169,5774,1732,76,4891,1467,0,0,0,0,0,611,0,65416,63436,37
20210719 11:53,170,5774,1732,76,4890,1467,0,0,0,0,0,1150,0,65416,63436,37
20210719 11:54,169,5774,1732,76,4891,1467,0,0,0,0,0,610,0,65416,63436,37
20210719 11:55,169,5774,1732,77,4891,1467,0,0,0,0,0,610,0,65416,63436,37
20210719 11:56,167,5776,1732,76,4891,1467,0,0,0,0,0,938,0,65416,63436,37
20210719 11:57,171,5774,1732,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 11:58,169,5774,1732,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 11:59,168,5774,1732,76,4888,1466,0,0,0,0,0,718,0,65416,63436,37
20210719 12:00,169,5774,1732,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 12:01,167,5774,1732,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:02,168,5774,1732,76,4888,1466,0,0,0,0,0,916,0,65416,63436,37
20210719 12:03,167,5774,1732,76,4888,1466,0,0,0,0,0,606,0,65416,63436,37
20210719 12:04,167,5772,1732,75,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 12:05,168,5774,1732,76,4888,1466,0,0,0,0,0,800,0,65416,63436,37
20210719 12:06,169,5774,1732,76,4888,1466,0,0,0,0,0,803,0,65416,63436,37
20210719 12:07,168,5774,1732,75,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 12:08,167,5772,1731,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 12:09,168,5773,1732,76,4887,1465,0,0,0,0,0,1150,0,65416,63436,37
20210719 12:10,167,5772,1731,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 12:11,167,5774,1732,76,4888,1465,0,0,0,0,0,608,0,65416,63436,37
20210719 12:12,167,5772,1731,76,4888,1466,0,0,0,0,0,1151,0,65416,63436,37
20210719 12:13,169,5772,1731,76,4888,1465,0,0,0,0,0,716,0,65416,63436,37
20210719 12:14,170,5772,1731,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:15,169,5772,1731,76,4888,1466,0,0,0,0,0,1150,0,65416,63436,37
20210719 12:16,167,5770,1730,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:17,169,5772,1731,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 12:18,169,5772,1731,75,4888,1465,0,0,0,0,0,717,0,65416,63436,37
20210719 12:19,168,5772,1731,75,4888,1466,0,0,0,0,0,1018,0,65416,63436,37
20210719 12:20,167,5772,1731,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 12:21,169,5772,1731,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:22,167,5772,1730,76,4888,1466,0,0,0,0,0,1014,0,65416,63436,37
20210719 12:23,166,5772,1731,76,4886,1465,0,0,0,0,0,714,0,65416,63436,37
20210719 12:24,167,5772,1731,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 12:25,166,5773,1731,76,4888,1466,0,0,0,0,0,720,0,65416,63436,37
20210719 12:26,166,5772,1731,76,4888,1466,0,0,0,0,0,606,0,65416,63436,37
20210719 12:27,167,5772,1731,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:28,166,5772,1731,76,4888,1465,0,0,0,0,0,799,0,65416,63436,37
20210719 12:29,167,5772,1731,76,4888,1466,0,0,0,0,0,798,0,65416,63436,37
20210719 12:30,167,5771,1731,76,4886,1465,0,0,0,0,0,717,0,65416,63436,37
20210719 12:31,167,5772,1731,77,4886,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 12:32,166,5772,1731,76,4886,1466,0,0,0,0,0,1151,0,65416,63436,37
20210719 12:33,167,5772,1731,76,4887,1465,0,0,0,0,0,718,0,65416,63436,37
20210719 12:34,167,5770,1730,76,4888,1465,0,0,0,0,0,607,0,65416,63436,37
20210719 12:35,168,5772,1731,76,4888,1466,0,0,0,0,0,935,0,65416,63436,37
20210719 12:36,168,5772,1731,75,4886,1465,0,0,0,0,0,716,0,65416,63436,37
20210719 12:37,166,5772,1731,76,4888,1466,0,0,0,0,0,606,0,65416,63436,37
20210719 12:38,166,5772,1731,76,4888,1466,0,0,0,0,0,933,0,65416,63436,37
20210719 12:39,166,5772,1731,75,4888,1466,0,0,0,0,0,714,0,65416,63436,37
20210719 12:41,166,5772,1731,76,4888,1465,0,0,0,0,0,716,0,65416,63436,37
20210719 12:42,166,5769,1730,75,4888,1466,0,0,0,0,0,719,0,65416,63436,37
20210719 12:43,166,5772,1731,76,4886,1465,0,0,0,0,0,1151,0,65416,63436,37
20210719 12:44,168,5772,1731,75,4886,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 12:45,168,5772,1731,76,4887,1466,0,0,0,0,0,603,0,65416,63436,37
20210719 12:46,166,5772,1731,75,4888,1466,0,0,0,0,0,1016,0,65416,63436,37
20210719 12:47,166,5772,1731,76,4886,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 12:48,166,5772,1731,76,4887,1465,0,0,0,0,0,608,0,65416,63436,37
20210719 12:49,166,5772,1731,76,4887,1465,0,0,0,0,0,1015,0,65416,63436,37
20210719 12:50,169,5769,1730,76,4886,1465,0,0,0,0,0,606,0,65416,63436,37
20210719 12:51,167,5772,1731,76,4886,1465,0,0,0,0,0,717,0,65416,63436,37
20210719 12:52,166,5769,1730,76,4886,1465,0,0,0,0,0,715,0,65416,63436,36
20210719 12:53,167,5769,1730,76,4888,1466,0,0,0,0,0,1152,0,65416,63436,37
20210719 12:54,166,5769,1730,75,4886,1466,0,0,0,0,0,720,0,65416,63436,37
20210719 12:55,165,5769,1730,76,4886,1465,0,0,0,0,0,606,0,65416,63436,37
20210719 12:56,166,5772,1730,76,4886,1465,0,0,0,0,0,933,0,65416,63436,37
20210719 12:57,166,5769,1730,76,4888,1466,0,0,0,0,0,718,0,65416,63436,37
20210719 12:58,166,5769,1730,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 12:59,165,5772,1731,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:00,168,5772,1730,76,4887,1465,0,0,0,0,0,714,0,65416,63436,37
20210719 13:01,166,5772,1731,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:02,166,5772,1731,75,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:03,167,5772,1731,76,4888,1466,0,0,0,0,0,1152,0,65416,63436,37
20210719 13:04,164,5772,1731,75,4886,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:05,164,5769,1730,76,4889,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 13:06,165,5772,1731,76,4888,1466,0,0,0,0,0,797,0,65416,63436,37
20210719 13:07,166,5772,1731,76,4887,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:08,166,5772,1731,76,4888,1466,0,0,0,0,0,611,0,65416,63436,37
20210719 13:09,166,5772,1731,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:10,164,5769,1730,76,4888,1466,0,0,0,0,0,943,0,65416,63436,37
20210719 13:11,166,5772,1731,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:12,166,5772,1731,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 13:13,166,5769,1730,76,4888,1466,0,0,0,0,0,1151,0,65416,63436,37
20210719 13:14,166,5769,1730,75,4886,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:15,166,5772,1731,76,4886,1465,0,0,0,0,0,607,0,65416,63436,37
20210719 13:16,167,5772,1731,75,4887,1465,0,0,0,0,0,936,0,65416,63436,37
20210719 13:17,166,5769,1730,75,4886,1465,0,0,0,0,0,607,0,65416,63436,37
20210719 13:18,167,5772,1731,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:19,166,5769,1730,75,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 13:20,166,5772,1731,76,4888,1466,0,0,0,0,0,1153,0,65416,63436,37
20210719 13:21,166,5772,1731,75,4887,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:22,164,5769,1730,76,4888,1466,0,0,0,0,0,715,0,65416,63436,37
20210719 13:23,166,5772,1731,76,4888,1466,0,0,0,0,0,935,0,65416,63436,37
20210719 13:24,166,5772,1731,75,4888,1466,0,0,0,0,0,715,0,65416,63436,37
20210719 13:25,164,5769,1730,76,4888,1466,0,0,0,0,0,606,0,65416,63436,37
20210719 13:26,164,5769,1730,76,4887,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:27,165,5769,1730,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:28,165,5769,1730,76,4887,1466,0,0,0,0,0,718,0,65416,63436,37
20210719 13:29,165,5772,1731,76,4887,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:30,166,5772,1731,76,4888,1466,0,0,0,0,0,1152,0,65416,63436,37
20210719 13:31,166,5772,1731,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:32,164,5769,1730,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:33,166,5769,1730,75,4889,1466,0,0,0,0,0,800,0,65416,63436,37
20210719 13:34,165,5769,1730,76,4889,1466,0,0,0,0,0,800,0,65416,63436,37
20210719 13:35,165,5769,1730,76,4889,1467,0,0,0,0,0,606,0,65416,63436,37
20210719 13:37,168,5772,1731,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 13:38,166,5769,1730,76,4888,1466,0,0,0,0,0,945,0,65416,63436,37
20210719 13:39,166,5769,1730,76,4888,1466,0,0,0,0,0,800,0,65416,63436,37
20210719 13:40,165,5769,1730,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 13:41,166,5769,1730,75,4888,1466,0,0,0,0,0,1015,0,65416,63436,37
20210719 13:42,165,5769,1730,77,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:43,166,5769,1730,76,4888,1466,0,0,0,0,0,715,0,65416,63436,37
20210719 13:44,165,5769,1730,75,4888,1466,0,0,0,0,0,610,0,65416,63436,37
20210719 13:45,165,5769,1730,75,4887,1466,0,0,0,0,0,1150,0,65416,63436,36
20210719 13:46,164,5769,1730,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:47,166,5772,1731,76,4888,1466,0,0,0,0,0,715,0,65416,63436,37
20210719 13:48,165,5772,1731,76,4888,1466,0,0,0,0,0,935,0,65416,63436,37
20210719 13:49,164,5770,1730,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:50,165,5769,1730,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:51,165,5769,1730,76,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210719 13:52,164,5769,1730,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:53,166,5772,1731,76,4891,1467,0,0,0,0,0,800,0,65416,63436,37
20210719 13:54,166,5770,1730,75,4889,1467,0,0,0,0,0,607,0,65416,63436,37
20210719 13:55,165,5769,1730,76,4889,1466,0,0,0,0,0,1154,0,65416,63436,37
20210719 13:56,165,5769,1730,76,4888,1466,0,0,0,0,0,605,0,65416,63436,37
20210719 13:57,165,5769,1730,76,4888,1466,0,0,0,0,0,717,0,65416,63436,37
20210719 13:58,164,5769,1730,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 13:59,165,5769,1730,76,4888,1466,0,0,0,0,0,1017,0,65416,63436,37
20210719 14:00,167,5772,1730,75,4888,1466,0,0,0,0,0,762,0,65416,63436,37
20210719 14:01,165,5769,1730,75,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 14:02,164,5769,1730,76,4888,1466,0,0,0,0,0,1016,0,65416,63436,37
20210719 14:03,164,5770,1730,76,4888,1466,0,0,0,0,0,796,0,65416,63436,37
20210719 14:04,165,5772,1731,76,4886,1466,0,0,0,0,0,606,0,65416,63436,37
20210719 14:05,164,5769,1730,76,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210719 14:06,166,5770,1730,76,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210719 14:07,164,5769,1730,76,4888,1466,0,0,0,0,0,715,0,65416,63436,37
