20210712 15:17,163,5769,1730,76,4892,1467,0,0,0,0,0,718,65416,63436,37
20210712 15:18,163,5769,1730,75,4889,1466,0,0,0,0,0,608,65416,63436,37
20210712 15:20,164,5769,1730,76,4892,1467,0,0,0,0,0,1150,65416,63436,37
20210712 15:21,163,5769,1730,76,4889,1467,0,0,0,0,0,717,65416,63436,36
20210712 15:22,163,5769,1730,75,4891,1467,0,0,0,0,0,606,65416,63436,37
20210712 15:23,163,5769,1730,75,4891,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:24,163,5769,1730,76,4891,1467,0,0,0,0,0,933,65416,63436,37
20210712 15:25,162,5769,1730,76,4892,1467,0,0,0,0,0,796,65416,63436,37
20210712 15:26,164,5769,1730,75,4891,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:27,164,5772,1731,76,4891,1467,0,0,0,0,0,1149,65416,63436,37
20210712 15:28,164,5772,1731,76,4888,1466,0,0,0,0,0,716,65416,63436,37
20210712 15:29,163,5769,1730,75,4890,1467,0,0,0,0,0,610,65416,63436,37
20210712 15:30,162,5769,1730,75,4892,1467,0,0,0,0,0,613,65416,63436,37
20210712 15:31,164,5769,1730,76,4891,1467,0,0,0,0,0,1013,65416,63436,37
20210712 15:32,162,5769,1730,76,4891,1467,0,0,0,0,0,800,65416,63436,37
20210712 15:33,162,5769,1730,76,4893,1467,0,0,0,0,0,470,65416,63436,37
20210712 15:34,162,5769,1730,76,4891,1467,0,0,0,0,0,935,65416,63436,37
20210712 15:35,164,5769,1730,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210712 15:36,163,5769,1730,75,4893,1467,0,0,0,0,0,796,65416,63436,37
20210712 15:37,164,5769,1731,75,4892,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:38,163,5769,1730,75,4892,1467,0,0,0,0,0,1151,65416,63436,37
20210712 15:39,163,5769,1730,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:40,163,5769,1730,76,4891,1467,0,0,0,0,0,716,65416,63436,37
20210712 15:41,162,5769,1730,75,4893,1467,0,0,0,0,0,717,65416,63436,37
20210712 15:42,163,5769,1730,76,4892,1467,0,0,0,0,0,1150,65416,63436,37
20210712 15:43,161,5769,1730,76,4891,1467,0,0,0,0,0,800,65416,63436,37
20210712 15:44,163,5769,1730,75,4891,1467,0,0,0,0,0,607,65416,63436,37
20210712 15:45,163,5769,1730,76,4893,1467,0,0,0,0,0,801,65416,63436,37
20210712 15:46,163,5769,1730,75,4891,1467,0,0,0,0,0,935,65416,63436,37
20210712 15:47,164,5772,1731,76,4891,1467,0,0,0,0,0,796,65416,63436,37
20210712 15:48,163,5769,1730,76,4891,1467,0,0,0,0,0,609,65416,63436,37
20210712 15:49,165,5770,1731,76,4893,1467,0,0,0,0,0,1151,65416,63436,37
20210712 15:50,163,5769,1730,76,4891,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:51,163,5772,1731,75,4891,1467,0,0,0,0,0,608,65416,63436,37
20210712 15:52,166,5770,1731,76,4891,1467,0,0,0,0,0,717,65416,63436,37
20210712 15:53,164,5769,1730,76,4891,1467,0,0,0,0,0,1151,65416,63436,37
20210712 15:54,164,5769,1731,75,4892,1467,0,0,0,0,0,789,65416,63436,37
20210712 15:55,163,5769,1730,75,4891,1467,0,0,0,0,0,606,65416,63436,37
20210712 15:56,163,5769,1730,75,4891,1467,0,0,0,0,0,800,65416,63436,37
