20210722 14:21:10,166,5769,1730,76,4893,1467,0,0,0,0,0,716,0,65416,63436,37
20210722 14:21:11,166,5769,1730,75,4891,1467,0,0,0,0,0,606,0,65416,63436,37
20210722 14:21:12,167,5769,1730,75,4890,1467,0,0,0,0,0,935,0,65416,63436,37
20210722 14:21:13,169,5771,1731,76,4891,1467,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:14,166,5769,1730,76,4891,1467,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:15,166,5769,1730,76,4891,1467,0,0,0,0,0,615,0,65416,63436,37
20210722 14:21:16,166,5769,1730,76,4891,1467,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:17,166,5769,1730,76,4891,1467,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:18,166,5769,1730,76,4888,1467,0,0,0,0,0,1153,0,65416,63436,37
20210722 14:21:19,166,5769,1730,76,4891,1467,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:20,166,5769,1730,75,4890,1467,0,0,0,0,0,716,0,65416,63436,37
20210722 14:21:21,166,5769,1730,76,4889,1466,0,0,0,0,0,606,0,65416,63436,37
20210722 14:21:22,166,5769,1730,76,4889,1466,0,0,0,0,0,716,0,65416,63436,37
20210722 14:21:23,167,5769,1730,76,4891,1467,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:24,167,5769,1730,76,4891,1467,0,0,0,0,0,1151,0,65416,63436,37
20210722 14:21:25,166,5769,1730,76,4890,1467,0,0,0,0,0,797,0,65416,63436,37
20210722 14:21:26,166,5769,1730,76,4888,1466,0,0,0,0,0,713,0,65416,63436,37
20210722 14:21:27,166,5769,1730,76,4889,1466,0,0,0,0,0,608,0,65416,63436,37
20210722 14:21:28,167,5769,1730,76,4890,1467,0,0,0,0,0,606,0,65416,63436,37
20210722 14:21:29,168,5769,1730,76,4889,1466,0,0,0,0,0,778,0,65416,63436,37
20210722 14:21:30,166,5769,1730,77,4891,1467,0,0,0,0,0,1152,0,65416,63436,37
20210722 14:21:31,167,5769,1730,77,4890,1467,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:32,166,5769,1730,77,4891,1467,0,0,0,0,0,799,0,65416,63436,37
20210722 14:21:33,166,5769,1730,76,4891,1467,0,0,0,0,0,609,0,65416,63436,37
20210722 14:21:34,167,5769,1730,76,4891,1467,0,0,0,0,0,609,0,65416,63436,37
20210722 14:21:35,167,5769,1730,75,4891,1467,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:36,166,5769,1730,77,4891,1467,0,0,0,0,0,1152,0,65416,63436,37
20210722 14:21:37,166,5769,1730,77,4888,1466,0,0,0,0,0,797,0,65416,63436,37
20210722 14:21:38,166,5769,1730,77,4888,1467,0,0,0,0,0,933,0,65416,63436,37
20210722 14:21:39,167,5769,1730,77,4888,1466,0,0,0,0,0,608,0,65416,63436,37
20210722 14:21:40,167,5769,1730,77,4890,1466,0,0,0,0,0,607,0,65416,63436,37
20210722 14:21:41,166,5769,1730,76,4890,1467,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:42,166,5769,1730,75,4888,1466,0,0,0,0,0,1154,0,65416,63436,37
20210722 14:21:43,166,5769,1730,75,4888,1466,0,0,0,0,0,718,0,65416,63436,37
20210722 14:21:44,167,5772,1730,77,4889,1466,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:45,167,5770,1730,77,4888,1466,0,0,0,0,0,609,0,65416,63436,37
20210722 14:21:46,166,5771,1730,76,4889,1466,0,0,0,0,0,610,0,65416,63436,37
20210722 14:21:47,165,5770,1730,76,4888,1466,0,0,0,0,0,799,0,65416,63436,37
20210722 14:21:48,166,5769,1730,77,4890,1466,0,0,0,0,0,1155,0,65416,63436,37
20210722 14:21:49,166,5769,1730,76,4889,1466,0,0,0,0,0,717,0,65416,63436,37
20210722 14:21:50,166,5769,1730,76,4891,1467,0,0,0,0,0,800,0,65416,63436,37
20210722 14:21:51,167,5770,1730,76,4890,1466,0,0,0,0,0,610,0,65416,63436,37
20210722 14:21:52,166,5769,1730,76,4891,1467,0,0,0,0,0,608,0,65416,63436,37
20210722 14:21:53,166,5769,1730,76,4891,1467,0,0,0,0,0,797,0,65416,63436,37
20210722 14:21:54,168,5768,1730,75,4888,1466,0,0,0,0,0,798,0,65416,63436,37
20210722 14:21:55,167,5769,1730,75,4888,1466,0,0,0,0,0,716,0,65416,63436,37
20210722 14:21:56,166,5769,1730,76,4890,1466,0,0,0,0,0,796,0,65416,63436,37
20210722 14:21:57,166,5769,1730,76,4891,1467,0,0,0,0,0,606,0,65416,63436,37
20210722 14:21:58,169,5772,1731,76,4891,1467,0,0,0,0,0,609,0,65416,63436,37
20210722 14:21:59,169,5772,1731,76,4891,1467,0,0,0,0,0,1150,0,65416,63436,37
20210722 14:22:00,167,5769,1730,76,4891,1467,0,0,0,0,0,797,0,65416,63436,37
20210722 14:22:01,166,5769,1730,75,4891,1467,0,0,0,0,0,715,0,65416,63436,37
20210722 14:22:02,166,5769,1730,76,4891,1467,0,0,0,0,0,608,0,65416,63436,37
20210722 14:22:03,166,5769,1730,75,4891,1467,0,0,0,0,0,716,0,65416,63436,37
20210722 14:22:04,166,5769,1730,76,4889,1467,0,0,0,0,0,610,0,65416,63436,37
20210722 14:22:05,167,5769,1730,76,4890,1467,0,0,0,0,0,1155,0,65416,63436,37
20210722 14:22:06,166,5769,1730,76,4888,1466,0,0,0,0,0,798,0,65416,63436,37
