20210813 10:00:38,18.1,57.8,3722,7.6,49.0,3001,798,4
20210813 10:00:40,18.1,57.8,3722,7.6,49.0,3001,609,3
20210813 10:00:41,18.0,57.8,3722,7.7,49.0,3001,717,4
20210813 10:00:42,18.1,57.8,3722,7.6,49.0,3001,1153,6
20210813 10:00:43,18.1,57.8,3722,7.6,48.9,3001,1262,6
20210813 10:00:44,18.1,57.8,3722,7.6,49.0,3001,752,4
20210813 10:00:45,18.1,57.8,3722,7.6,49.0,3001,798,4
20210813 10:00:46,18.1,57.8,3722,7.6,48.9,3001,610,3
20210813 10:00:47,18.1,57.8,3722,7.6,49.0,3001,798,4
20210813 10:00:48,18.1,57.8,3722,7.6,49.0,3001,1153,6
20210813 10:00:49,18.1,57.8,3722,7.7,49.0,3001,1262,6
20210813 10:00:50,18.1,57.8,3722,7.7,49.0,3001,800,4
20210813 10:00:51,18.1,57.8,3722,7.6,49.0,3001,800,4
20210813 10:00:52,18.1,57.8,3722,7.6,49.0,3001,609,3
20210813 10:00:53,18.1,57.8,3722,7.6,49.0,3001,718,4
20210813 10:00:54,18.2,57.8,3722,7.6,48.9,2999,1153,6
20210813 10:00:55,18.1,57.8,3722,7.7,49.0,3001,800,4
20210813 10:00:56,18.1,57.8,3722,7.6,49.0,3001,717,4
20210813 10:00:57,18.1,57.8,3722,7.7,49.0,3001,798,4
20210813 10:00:58,18.3,57.8,3722,7.7,49.0,3001,717,4
20210813 10:00:59,18.2,57.8,3722,7.6,49.0,3001,718,4
20210813 10:01:00,18.1,57.8,3722,7.7,49.0,3001,1180,6
20210813 10:01:01,18.1,57.8,3722,7.6,49.0,3001,799,4
20210813 10:01:02,18.7,57.8,3720,7.6,49.0,2999,718,4
20210813 10:01:03,18.5,57.8,3722,7.6,48.9,2999,717,4
20210813 10:01:04,18.1,57.8,3722,7.7,48.9,2999,717,4
20210813 10:01:05,18.3,57.8,3722,7.6,49.0,3001,717,4
20210813 10:01:06,18.5,57.8,3722,7.6,48.9,3001,1344,7
20210813 10:01:07,18.3,57.8,3722,7.6,49.0,2999,935,5
20210813 10:01:08,18.2,57.8,3722,7.7,48.9,2999,719,4
20210813 10:01:09,18.3,57.8,3722,7.6,48.9,2999,716,4
20210813 10:01:10,18.3,57.8,3722,7.5,48.9,2999,718,4
20210813 10:01:11,18.1,57.8,3720,7.6,49.0,3001,936,5
20210813 10:01:12,18.0,57.7,3720,7.6,49.0,3001,1262,6
20210813 10:01:13,18.1,57.7,3720,7.6,48.9,3001,1015,5
20210813 10:01:14,18.3,57.8,3722,7.6,49.0,3001,800,4
20210813 10:01:15,18.2,57.7,3722,7.6,49.0,3001,719,4
20210813 10:01:16,18.1,57.8,3722,7.6,49.0,3001,716,4
20210813 10:01:17,18.3,57.8,3722,7.6,48.9,2999,798,4
20210813 10:01:18,18.2,57.8,3722,7.6,49.0,3001,1261,6
20210813 10:01:19,18.0,57.8,3722,7.6,49.0,3001,717,4
20210813 10:01:20,18.1,57.8,3722,7.7,49.0,3001,800,4
20210813 10:01:21,18.3,57.8,3722,7.7,48.9,3001,717,4
20210813 10:01:22,18.1,57.8,3722,7.7,49.0,3001,716,4
20210813 10:01:23,18.0,57.8,3722,7.6,48.9,3001,798,4
20210813 10:01:24,18.1,57.7,3720,7.6,49.0,3001,1152,6
20210813 10:01:26,18.1,57.8,3722,7.7,49.0,3001,720,4
20210813 10:01:27,18.2,57.8,3722,7.7,49.0,3001,798,4
20210813 10:01:28,18.0,57.8,3722,7.6,49.0,3001,610,3
20210813 10:01:29,18.1,57.8,3722,7.6,49.0,3001,716,4
20210813 10:01:30,18.2,57.8,3722,7.7,49.0,3001,800,4
20210813 10:01:31,18.3,57.7,3720,7.6,48.9,3001,1262,6
